project_id,project_name,project_type,project_size,region,start_date,planned_end_date,structural_complexity_rating,temporary_structures_rating,bim_adoption_percentage,lead_time_rating,tariff_rate_percentage,supply_chain_risk_percentage,socio_political_risk_score,permit_approval_rating,lien_claims_rating,seismic_zone_rating,flood_risk_percentage,rainfall_flood_risk_percentage,contingency_budget_percentage,weather_delay_rating,safety_risk_rating,worker_experience_rating,turnover_rating,cybersecurity_risk_rating,renewable_energy_percentage,energy_efficiency_percentage,delay_days,cost_overrun_percentage,safety_incidents,overall_risk_score,risk_category,actual_end_date,on_time_completion,within_budget,project_success,high_risk_factors_count,top_risk_factors,recommended_mitigations
PRJ-2020-0000,Mountain Healthcare Development 0,Healthcare,Medium,Mountain,2018-01-05,2020-12-15,1,5,50,1,10,25,2,2,1,3,25,75,10,3,4,2,2,5,75,50,69,12.74109517120374,0,49.675000000000004,Medium,2021-02-22,0,0,0,6,Temporary Structures|Rainfall Flood Risk|Low Contingency Budget,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Rainfall Flood Risk: Implement enhanced drainage systems and establish weather monitoring protocols | Low Contingency Budget: Increase contingency allocations and implement strict change order controls
PRJ-2022-0017,Mountain Industrial Development 1017,Industrial,Medium,Mountain,2022-12-03,2023-07-17,5,3,25,1,50,10,2,1,4,5,10,25,15,1,4,1,4,4,25,25,75,27.974973232760924,0,58.00000000000001,Medium,2023-09-30,0,0,0,11,Structural Complexity|Low BIM Adoption|High Tariff Rates,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2022-0018,Central Educational Development 1018,Educational,Medium,Central,2023-09-13,2026-04-03,3,5,75,2,10,75,4,3,3,5,10,25,5,1,5,1,2,4,25,90,60,39.37753989214982,0,57.37500000000001,Medium,2026-06-02,0,0,0,9,Temporary Structures|Supply Chain Disruption|Socio-political Issues,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities
PRJ-2022-0019,Coastal Residential Development 1019,Residential,Medium,Coastal,2019-12-24,2021-07-06,5,1,50,4,15,90,5,4,4,4,25,75,20,3,4,4,5,1,75,25,15,45.14919621337384,1,59.199999999999996,Medium,2021-07-21,0,0,0,11,Structural Complexity|Long Lead Times|Supply Chain Disruption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2022-0020,Desert Residential Development 1020,Residential,Small,Desert,2018-07-23,2020-05-16,4,3,10,2,5,10,4,1,1,4,10,75,25,5,4,2,2,2,25,90,76,48.285748770557504,1,51.0,Medium,2020-07-31,0,0,0,9,Structural Complexity|Low BIM Adoption|Socio-political Issues,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities
PRJ-2022-0021,East Educational Development 1021,Educational,Small,East,2022-03-18,2023-11-28,5,3,50,1,25,10,4,1,3,3,75,25,5,3,3,5,3,4,75,10,66,11.641547457545808,1,53.35,Medium,2024-02-02,0,0,0,7,Structural Complexity|High Tariff Rates|Socio-political Issues,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities
PRJ-2022-0022,East Residential Development 1022,Residential,Small,East,2021-10-07,2024-04-20,2,4,25,5,50,75,2,1,2,3,25,75,10,3,4,1,3,4,75,25,116,55.875717768079646,1,63.775,High,2024-08-14,0,0,0,11,Temporary Structures|Low BIM Adoption|Long Lead Times,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2022-0023,West Residential Development 1023,Residential,Large,West,2022-05-07,2024-06-28,1,1,75,5,10,25,3,4,3,3,10,75,5,4,3,2,1,2,0,50,210,17.467288099350665,0,50.574999999999996,Medium,2025-01-24,0,0,0,7,Long Lead Times|Permit Approval Delays|Rainfall Flood Risk,Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing | Rainfall Flood Risk: Implement enhanced drainage systems and establish weather monitoring protocols
PRJ-2022-0024,Desert Infrastructure Development 1024,Infrastructure,Small,Desert,2018-09-30,2019-04-21,4,5,50,1,5,10,4,2,3,5,50,75,5,3,2,3,4,3,50,25,78,21.478465738066205,1,58.6,Medium,2019-07-08,0,0,0,9,Structural Complexity|Temporary Structures|Socio-political Issues,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities
PRJ-2022-0025,Coastal Healthcare Development 1025,Healthcare,Large,Coastal,2021-02-06,2023-12-28,4,1,75,4,15,50,4,4,2,5,50,75,5,3,3,3,1,5,0,90,29,46.50090986817687,0,60.150000000000006,High,2024-01-26,0,0,0,11,Structural Complexity|Long Lead Times|Supply Chain Disruption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2022-0026,Coastal Healthcare Development 1026,Healthcare,Medium,Coastal,2023-07-13,2025-07-12,2,2,10,5,25,50,4,1,5,2,75,0,25,4,4,2,3,3,25,75,16,34.696599341777066,0,54.15,Medium,2025-07-28,0,0,0,11,Low BIM Adoption|Long Lead Times|High Tariff Rates,Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2022-0027,West Educational Development 1027,Educational,Large,West,2019-11-13,2020-11-27,5,1,10,4,15,90,1,3,5,1,0,25,10,2,4,2,3,2,10,50,74,2.41273330249828,0,54.95,Medium,2021-02-09,0,1,1,9,Structural Complexity|Low BIM Adoption|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2022-0028,South Educational Development 1028,Educational,Medium,South,2019-09-09,2020-09-20,1,4,90,5,15,10,4,1,3,5,0,25,20,4,4,1,1,2,25,90,69,35.13896775150918,1,46.300000000000004,Medium,2020-11-28,0,0,0,8,Temporary Structures|Long Lead Times|Socio-political Issues,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities
PRJ-2022-0029,Central Healthcare Development 1029,Healthcare,Medium,Central,2021-05-31,2023-10-22,4,5,90,4,10,90,4,3,3,2,25,10,5,1,4,2,5,5,50,75,46,44.608389066275684,1,57.45,Medium,2023-12-07,0,0,0,10,Structural Complexity|Temporary Structures|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2022-0030,East Healthcare Development 1030,Healthcare,Small,East,2021-09-28,2022-11-04,1,1,50,5,5,10,5,5,4,2,0,50,25,2,5,2,2,3,25,50,123,21.770668922044326,1,46.55,Medium,2023-03-07,0,0,0,8,Long Lead Times|Socio-political Issues|Permit Approval Delays,Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2022-0031,Central Healthcare Development 1031,Healthcare,Medium,Central,2020-09-24,2022-01-13,4,3,90,4,50,75,1,3,5,4,10,10,25,5,3,3,5,5,50,75,0,31.036031143941063,1,54.725,Medium,2022-01-13,1,0,0,9,Structural Complexity|Long Lead Times|High Tariff Rates,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2022-0032,West Residential Development 1032,Residential,Medium,West,2022-02-10,2022-07-29,5,5,75,2,10,10,4,1,2,5,75,75,20,3,5,3,5,4,10,10,50,32.785548541239606,0,63.75,High,2022-09-17,0,0,0,11,Structural Complexity|Temporary Structures|Socio-political Issues,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities
PRJ-2022-0033,Desert Commercial Development 1033,Commercial,Large,Desert,2023-01-28,2025-06-24,4,4,90,4,25,25,4,4,3,2,25,75,15,2,3,1,5,2,10,10,0,44.74816008420934,1,59.175,Medium,2025-06-24,1,0,0,11,Structural Complexity|Temporary Structures|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2022-0034,Mountain Healthcare Development 1034,Healthcare,Mega,Mountain,2022-06-24,2025-03-26,5,5,75,2,15,50,2,1,3,4,10,0,10,5,4,3,5,3,75,25,29,39.644422595339364,1,53.99999999999999,Medium,2025-04-24,0,0,0,9,Structural Complexity|Temporary Structures|Supply Chain Disruption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2022-0035,Coastal Infrastructure Development 1035,Infrastructure,Medium,Coastal,2018-01-22,2020-01-16,3,2,90,2,25,75,2,1,4,1,25,0,10,4,5,3,2,3,25,25,28,24.096285048651136,1,46.475,Medium,2020-02-13,0,0,0,8,High Tariff Rates|Supply Chain Disruption|Lien Claims,High Tariff Rates: Source local materials where possible and hedge against currency fluctuations | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Lien Claims: Improve subcontractor vetting and implement robust payment verification system
PRJ-2022-0036,East Residential Development 1036,Residential,Medium,East,2019-04-21,2020-08-21,5,3,90,1,10,50,1,5,4,4,50,0,5,4,5,1,4,1,75,25,125,44.779446359674395,0,56.849999999999994,Medium,2020-12-24,0,0,0,12,Structural Complexity|Supply Chain Disruption|Permit Approval Delays,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2022-0037,Coastal Healthcare Development 1037,Healthcare,Large,Coastal,2024-02-01,2026-07-30,2,5,90,2,10,90,5,2,4,1,75,0,15,1,4,4,1,4,0,25,11,19.550642517408214,0,48.85,Medium,2026-08-10,0,0,0,9,Temporary Structures|Supply Chain Disruption|Socio-political Issues,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities
PRJ-2022-0038,Coastal Industrial Development 1038,Industrial,Medium,Coastal,2021-04-22,2022-04-17,2,2,25,3,50,75,1,1,1,3,50,0,10,1,5,1,5,4,0,75,53,49.32085754225762,0,55.825,Medium,2022-06-09,0,0,0,10,Low BIM Adoption|High Tariff Rates|Supply Chain Disruption,Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2022-0039,East Healthcare Development 1039,Healthcare,Medium,East,2024-09-23,2026-03-10,5,4,25,2,15,25,1,5,2,3,50,0,5,2,4,1,5,4,0,50,61,35.8689356212331,1,61.775000000000006,High,2026-05-10,0,0,0,11,Structural Complexity|Temporary Structures|Low BIM Adoption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements
PRJ-2022-0040,West Infrastructure Development 1040,Infrastructure,Small,West,2018-08-12,2020-09-24,2,4,90,4,10,50,2,4,1,4,25,0,15,3,4,2,1,1,0,50,70,40.523250513783346,0,47.2,Medium,2020-12-03,0,0,0,8,Temporary Structures|Long Lead Times|Supply Chain Disruption,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2022-0041,Central Infrastructure Development 1041,Infrastructure,Small,Central,2021-05-17,2024-03-04,5,5,75,2,25,10,2,5,3,3,75,0,25,4,3,5,1,1,0,25,55,19.066140871357213,0,49.900000000000006,Medium,2024-04-28,0,0,0,8,Structural Complexity|Temporary Structures|High Tariff Rates,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2022-0042,South Infrastructure Development 1042,Infrastructure,Mega,South,2024-01-10,2024-06-27,5,2,50,4,50,10,5,5,4,5,0,0,5,2,4,1,4,5,25,10,75,38.785309703380406,1,65.89999999999999,High,2024-09-10,0,0,0,14,Structural Complexity|Long Lead Times|High Tariff Rates,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2022-0043,Mountain Industrial Development 1043,Industrial,Small,Mountain,2020-05-04,2020-09-24,3,4,10,4,25,10,4,3,4,5,0,25,15,2,3,3,3,4,75,90,28,19.389286389205278,1,53.5,Medium,2020-10-22,0,0,0,8,Temporary Structures|Low BIM Adoption|Long Lead Times,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2022-0044,Coastal Educational Development 1044,Educational,Mega,Coastal,2023-07-26,2025-04-21,5,5,25,3,15,75,5,2,4,2,50,0,20,2,5,2,4,2,75,25,88,20.96550673370136,1,59.125,Medium,2025-07-18,0,0,0,11,Structural Complexity|Temporary Structures|Low BIM Adoption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements
PRJ-2022-0045,North Commercial Development 1045,Commercial,Large,North,2018-08-12,2021-04-04,4,4,90,2,50,25,4,2,5,5,0,50,10,1,2,4,3,4,50,25,69,29.80414293812631,0,53.075,Medium,2021-06-12,0,0,0,10,Structural Complexity|Temporary Structures|High Tariff Rates,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2022-0046,South Educational Development 1046,Educational,Small,South,2020-07-17,2022-12-02,5,5,10,2,50,25,3,4,2,4,25,0,5,4,2,3,2,5,0,10,60,38.972592454930684,1,63.875000000000014,High,2023-01-31,0,0,0,11,Structural Complexity|Temporary Structures|Low BIM Adoption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements
PRJ-2022-0047,West Industrial Development 1047,Industrial,Large,West,2021-09-20,2022-04-18,1,4,25,5,50,25,2,5,1,1,0,75,25,1,3,1,4,3,10,90,172,14.893165657845557,0,51.77499999999999,Medium,2022-10-07,0,0,0,9,Temporary Structures|Low BIM Adoption|Long Lead Times,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2022-0048,Central Residential Development 1048,Residential,Medium,Central,2024-08-02,2026-11-23,1,3,50,5,5,50,3,4,2,3,10,75,5,1,4,2,2,4,50,75,89,21.84713771011234,1,53.300000000000004,Medium,2027-02-20,0,0,0,8,Long Lead Times|Supply Chain Disruption|Permit Approval Delays,Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2022-0049,Desert Industrial Development 1049,Industrial,Medium,Desert,2018-09-24,2019-07-24,5,4,75,1,50,75,3,4,4,3,0,0,10,2,4,1,1,3,50,75,92,36.011413430940905,0,54.425000000000004,Medium,2019-10-24,0,0,0,9,Structural Complexity|Temporary Structures|High Tariff Rates,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2022-0050,West Healthcare Development 1050,Healthcare,Medium,West,2023-02-22,2023-05-28,3,5,90,4,25,10,2,2,3,3,75,0,10,5,3,1,4,5,25,90,50,41.224010370216845,0,57.3,Medium,2023-07-17,0,0,0,10,Temporary Structures|Long Lead Times|High Tariff Rates,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2022-0051,Central Healthcare Development 1051,Healthcare,Small,Central,2020-06-11,2021-04-18,2,5,50,3,25,50,3,2,5,4,50,75,15,5,4,2,1,3,50,90,79,39.73216496016955,0,59.85,Medium,2021-07-06,0,0,0,10,Temporary Structures|High Tariff Rates|Supply Chain Disruption,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2022-0052,North Educational Development 1052,Educational,Small,North,2022-01-22,2022-05-18,3,2,25,5,15,25,1,2,2,5,50,50,25,5,4,1,5,2,10,75,87,33.413827651894174,0,58.22500000000001,Medium,2022-08-13,0,0,0,10,Low BIM Adoption|Long Lead Times|Seismic Concerns,Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Seismic Concerns: Enhance structural designs and implement additional seismic protection measures
PRJ-2022-0053,West Industrial Development 1053,Industrial,Small,West,2019-05-05,2021-12-04,1,2,90,2,10,10,4,1,3,1,50,10,15,2,5,3,1,5,75,25,10,7.347273275149034,1,38.75,Medium,2021-12-14,1,0,0,5,Socio-political Issues|Flood Risk|Safety Risks,Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities | Flood Risk: Develop comprehensive flood mitigation plans including elevated foundations and waterproof materials | Safety Risks: Implement enhanced safety protocols and increase safety personnel on site
PRJ-2022-0054,Mountain Commercial Development 1054,Commercial,Small,Mountain,2021-06-19,2022-11-19,5,2,10,1,10,75,5,5,4,5,75,25,25,3,1,2,5,4,50,25,48,47.00863058200944,0,60.824999999999996,High,2023-01-06,0,0,0,12,Structural Complexity|Low BIM Adoption|Supply Chain Disruption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2022-0055,Desert Residential Development 1055,Residential,Large,Desert,2022-04-24,2025-02-06,5,3,75,3,5,90,2,4,4,5,25,75,5,4,3,4,3,2,25,10,95,41.636959607591365,0,62.150000000000006,High,2025-05-12,0,0,0,10,Structural Complexity|Supply Chain Disruption|Permit Approval Delays,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2022-0056,Coastal Industrial Development 1056,Industrial,Medium,Coastal,2018-05-23,2020-02-16,3,1,25,2,50,25,1,5,4,2,50,0,5,2,5,1,5,4,0,90,119,32.110529976732074,0,58.12499999999999,Medium,2020-06-14,0,0,0,11,Low BIM Adoption|High Tariff Rates|Permit Approval Delays,Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2022-0057,Desert Residential Development 1057,Residential,Large,Desert,2020-02-09,2021-05-08,3,5,75,2,5,25,5,4,4,2,75,25,15,2,5,2,3,1,10,25,93,52.35806835544712,0,55.425,Medium,2021-08-09,0,0,0,9,Temporary Structures|Socio-political Issues|Permit Approval Delays,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2022-0058,North Residential Development 1058,Residential,Small,North,2020-10-15,2022-11-12,2,1,90,4,15,25,5,4,5,1,10,0,20,1,4,3,5,4,0,25,57,25.53080253599956,0,44.025000000000006,Medium,2023-01-08,0,0,0,9,Long Lead Times|Socio-political Issues|Permit Approval Delays,Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2022-0059,East Industrial Development 1059,Industrial,Small,East,2024-09-29,2026-12-29,4,5,50,4,15,25,5,4,5,3,25,10,10,5,3,1,5,3,50,10,51,53.37379540359004,0,63.525,High,2027-02-18,0,0,0,11,Structural Complexity|Temporary Structures|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2022-0060,Mountain Residential Development 1060,Residential,Medium,Mountain,2024-10-01,2025-05-07,4,4,75,5,10,10,3,4,2,3,75,10,15,2,4,1,2,5,75,90,123,30.28084330798889,0,55.64999999999999,Medium,2025-09-07,0,0,0,8,Structural Complexity|Temporary Structures|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2022-0061,Coastal Industrial Development 1061,Industrial,Medium,Coastal,2024-05-29,2025-04-18,2,5,10,5,15,75,3,3,4,5,50,75,15,3,4,5,2,3,25,10,49,15.951222933799095,0,64.825,High,2025-06-06,0,0,0,11,Temporary Structures|Low BIM Adoption|Long Lead Times,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2022-0062,Mountain Healthcare Development 1062,Healthcare,Mega,Mountain,2022-05-03,2024-09-25,4,4,25,2,50,50,3,3,5,5,25,25,5,4,4,4,1,5,10,10,16,13.794730126029059,0,65.55000000000001,High,2024-10-11,0,0,0,13,Structural Complexity|Temporary Structures|Low BIM Adoption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements
PRJ-2022-0063,Desert Residential Development 1063,Residential,Small,Desert,2019-07-26,2021-06-03,1,2,10,2,25,10,3,1,3,2,50,25,10,3,2,4,2,4,75,75,17,12.100753844976785,0,42.05,Medium,2021-06-20,0,0,0,5,Low BIM Adoption|High Tariff Rates|Flood Risk,Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations | Flood Risk: Develop comprehensive flood mitigation plans including elevated foundations and waterproof materials
PRJ-2022-0064,Desert Infrastructure Development 1064,Infrastructure,Medium,Desert,2023-09-13,2024-03-25,4,2,75,5,15,75,1,2,5,3,75,10,15,2,3,5,3,2,10,10,60,27.225551111312413,0,52.175,Medium,2024-05-24,0,0,0,7,Structural Complexity|Long Lead Times|Supply Chain Disruption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2022-0065,Central Healthcare Development 1065,Healthcare,Large,Central,2020-12-22,2022-02-17,2,2,50,5,5,50,3,4,5,1,25,0,5,2,4,2,2,5,25,90,57,21.32412153202361,0,50.8,Medium,2022-04-15,0,0,0,9,Long Lead Times|Supply Chain Disruption|Permit Approval Delays,Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2022-0066,Central Residential Development 1066,Residential,Medium,Central,2023-01-24,2024-03-27,4,5,50,2,50,25,2,5,2,3,25,75,5,1,5,1,1,3,25,25,91,24.98214285857267,1,64.325,High,2024-06-26,0,0,0,10,Structural Complexity|Temporary Structures|High Tariff Rates,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2022-0067,South Infrastructure Development 1067,Infrastructure,Large,South,2023-10-20,2026-05-28,5,3,10,3,15,75,5,3,5,4,75,50,15,3,4,1,4,1,50,25,75,62.11802543119412,0,68.625,High,2026-08-11,0,0,0,12,Structural Complexity|Low BIM Adoption|Supply Chain Disruption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2022-0068,East Residential Development 1068,Residential,Large,East,2021-03-22,2023-09-30,3,2,90,2,15,25,1,2,3,2,50,10,15,1,3,4,3,1,10,75,39,26.261373305084575,0,37.325,Medium,2023-11-08,0,0,0,2,Flood Risk|Low Renewable Energy Usage,Flood Risk: Develop comprehensive flood mitigation plans including elevated foundations and waterproof materials | Low Renewable Energy Usage: Increase renewable energy sources and implement energy monitoring systems
PRJ-2022-0069,Central Educational Development 1069,Educational,Small,Central,2021-02-27,2021-08-18,1,5,90,3,50,75,3,1,4,4,50,10,5,3,4,2,4,3,50,90,48,54.13425072730992,0,55.875,Medium,2021-10-05,0,0,0,10,Temporary Structures|High Tariff Rates|Supply Chain Disruption,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2022-0070,Mountain Residential Development 1070,Residential,Large,Mountain,2024-11-15,2026-01-04,5,3,50,3,15,90,5,2,1,5,25,75,15,5,2,4,3,1,10,25,67,11.47804165209302,0,59.349999999999994,Medium,2026-03-12,0,0,0,8,Structural Complexity|Supply Chain Disruption|Socio-political Issues,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities
